date,agency,location,species,type,da_ppm
1/28/21,WDFW,OR/WA border/Pt. Chehalis (Seaview 15 f),Dungeness,Gut,4
1/28/21,WDFW,OR/WA border/Pt. Chehalis (Seaview 15 f),Dungeness,Gut,5
1/28/21,WDFW,OR/WA border/Pt. Chehalis (Seaview 7 f),Dungeness,Gut,4
1/28/21,WDFW,OR/WA border/Pt. Chehalis (Seaview 7 f),Dungeness,Gut,8
1/28/21,WDFW,OR/WA border/Pt. Chehalis (Seaview 7 f),Dungeness,Gut,8
1/28/21,WDFW,OR/WA border/Pt. Chehalis (Seaview 7 f),Dungeness,Gut,5
1/28/21,WDFW,OR/WA border/Pt. Chehalis (Seaview 7 f),Dungeness,Gut,20
1/28/21,WDFW,OR/WA border/Pt. Chehalis (Seaview 7 f),Dungeness,Gut,2
1/28/21,WDFW,Inside Willapa Bay,Dungeness,Gut,6
1/28/21,WDFW,Inside Willapa Bay,Dungeness,Gut,6
1/28/21,WDFW,Inside Willapa Bay,Dungeness,Gut,5
1/28/21,WDFW,Inside Willapa Bay,Dungeness,Gut,13
1/28/21,WDFW,Inside Willapa Bay,Dungeness,Gut,16
1/28/21,WDFW,Inside Willapa Bay,Dungeness,Gut,2
2/4/21,WDFW,Inside Willapa Bay,Dungeness,Gut,11
2/4/21,WDFW,Inside Willapa Bay,Dungeness,Gut,5
2/4/21,WDFW,Inside Willapa Bay,Dungeness,Gut,20
2/4/21,WDFW,Inside Willapa Bay,Dungeness,Gut,8
2/4/21,WDFW,Inside Willapa Bay,Dungeness,Gut,24
2/4/21,WDFW,Inside Willapa Bay,Dungeness,Gut,3
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Willapa Outside 7 fms),Dungeness,Gut,20
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Willapa Outside 7 fms),Dungeness,Gut,4
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Willapa Outside 7 fms),Dungeness,Gut,5
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Willapa Outside 7 fms),Dungeness,Gut,9
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Willapa Outside 7 fms),Dungeness,Gut,13
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Willapa Outside 7 fms),Dungeness,Gut,15
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Grayland 15 fms),Dungeness,Gut,6
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Grayland 15 fms),Dungeness,Gut,5
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Grayland 15 fms),Dungeness,Gut,4
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Grayland 15 fms),Dungeness,Gut,4
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Grayland 15 fms),Dungeness,Gut,10
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Grayland 15 fms),Dungeness,Gut,8
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Grayland 7 fms),Dungeness,Gut,3
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Grayland 7 fms),Dungeness,Gut,4
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Grayland 7 fms),Dungeness,Gut,6
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Grayland 7 fms),Dungeness,Gut,9
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Grayland 7 fms),Dungeness,Gut,9
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Grayland 7 fms),Dungeness,Gut,13
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Peacock Spit 15 f),Dungeness,Gut,2
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Peacock Spit 15 f),Dungeness,Gut,1
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Peacock Spit 15 f),Dungeness,Gut,36
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Peacock Spit 15 f),Dungeness,Gut,2
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Peacock Spit 15 f),Dungeness,Gut,2
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Peacock Spit 15 f),only 5 crab collected,,
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Peacock Spit 7 f),Dungeness,Gut,10
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Peacock Spit 7 f),Dungeness,Gut,4
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Peacock Spit 7 f),Dungeness,Gut,2
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Peacock Spit 7 f),Dungeness,Gut,4
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Peacock Spit 7 f),Dungeness,Gut,20
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Peacock Spit 7 f),Dungeness,Gut,6
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Cranberry 15 f),Dungeness,Gut,14
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Cranberry 15 f),Dungeness,Gut,1
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Cranberry 15 f),Dungeness,Gut,2
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Cranberry 15 f),Dungeness,Gut,4
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Cranberry 15 f),Dungeness,Gut,2
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Cranberry 15 f),Dungeness,Gut,2
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Cranberry 7 f),Dungeness,Gut,4
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Cranberry 7 f),Dungeness,Gut,4
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Cranberry 7 f),Dungeness,Gut,3
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Cranberry 7 f),Dungeness,Gut,5
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Cranberry 7 f),Dungeness,Gut,3
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Cranberry 7 f),Dungeness,Gut,3
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Seaview 15 f),Dungeness,Gut,4
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Seaview 15 f),Dungeness,Gut,2
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Seaview 15 f),Dungeness,Gut,1
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Seaview 15 f),Dungeness,Gut,2
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Seaview 15 f),Dungeness,Gut,2
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Seaview 15 f),Dungeness,Gut,2
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Seaview 7 f),Dungeness,Gut,3
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Seaview 7 f),Dungeness,Gut,3
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Seaview 7 f),Dungeness,Gut,3
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Seaview 7 f),Dungeness,Gut,9
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Seaview 7 f),Dungeness,Gut,6
2/4/21,WDFW,OR/WA border/Pt. Chehalis (Seaview 7 f),Dungeness,Gut,6
2/4/21,WDFW,Inside Columbia River,Dungeness,Gut,9
2/4/21,WDFW,Inside Columbia River,Dungeness,Gut,8
2/4/21,WDFW,Inside Columbia River,Dungeness,Gut,2
2/4/21,WDFW,Inside Columbia River,Dungeness,Gut,2
2/4/21,WDFW,Inside Columbia River,Dungeness,Gut,2
2/4/21,WDFW,Inside Columbia River,Dungeness,Gut,2
2/4/21,WDFW,Inside Grays Harbor,Dungeness,Gut,6
2/4/21,WDFW,Inside Grays Harbor,Dungeness,Gut,28
2/4/21,WDFW,Inside Grays Harbor,Dungeness,Gut,20
2/4/21,WDFW,Inside Grays Harbor,Dungeness,Gut,13
2/4/21,WDFW,Inside Grays Harbor,Dungeness,Gut,4
2/4/21,WDFW,Inside Grays Harbor,Dungeness,Gut,6
2/10/21,WDFW,Inside Willapa Bay,Dungeness,Gut,14
2/10/21,WDFW,Inside Willapa Bay,Dungeness,Gut,9
2/10/21,WDFW,Inside Willapa Bay,Dungeness,Gut,1
2/10/21,WDFW,Inside Willapa Bay,Dungeness,Gut,4
2/10/21,WDFW,Inside Willapa Bay,Dungeness,Gut,7
2/10/21,WDFW,Inside Willapa Bay,Dungeness,Gut,2
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Willapa Outside 15 fms),Dungeness,Gut,1
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Willapa Outside 15 fms),Dungeness,Gut,15
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Willapa Outside 15 fms),Dungeness,Gut,2
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Willapa Outside 15 fms),Dungeness,Gut,21
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Willapa Outside 15 fms),Dungeness,Gut,21
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Willapa Outside 15 fms),Dungeness,Gut,16
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Willapa Outside 7 fms),Dungeness,Gut,2
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Willapa Outside 7 fms),Dungeness,Gut,4
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Willapa Outside 7 fms),Dungeness,Gut,6
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Willapa Outside 7 fms),Dungeness,Gut,4
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Willapa Outside 7 fms),Dungeness,Gut,18
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Willapa Outside 7 fms),Dungeness,Gut,6
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Grayland 15 fms),Dungeness,Gut,5
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Grayland 15 fms),Dungeness,Gut,2
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Grayland 15 fms),Dungeness,Gut,4
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Grayland 15 fms),Dungeness,Gut,6
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Grayland 15 fms),Dungeness,Gut,
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Grayland 15 fms),Dungeness,Gut,
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Grayland 7 fms),Dungeness,Gut,1
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Grayland 7 fms),Dungeness,Gut,4
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Grayland 7 fms),Dungeness,Gut,2
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Grayland 7 fms),Dungeness,Gut,2
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Grayland 7 fms),Dungeness,Gut,2
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Grayland 7 fms),Dungeness,Gut,2
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Seaview 7 f),Dungeness,Gut,2
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Seaview 7 f),Dungeness,Gut,6
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Seaview 7 f),Dungeness,Gut,2
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Seaview 7 f),Dungeness,Gut,4
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Seaview 7 f),Dungeness,Gut,2
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Seaview 7 f),Dungeness,Gut,18
2/10/21,WDFW,Inside Grays Harbor,Dungeness,Gut,1
2/10/21,WDFW,Inside Grays Harbor,Dungeness,Gut,8
2/10/21,WDFW,Inside Grays Harbor,Dungeness,Gut,4
2/10/21,WDFW,Inside Grays Harbor,Dungeness,Gut,11
2/10/21,WDFW,Inside Grays Harbor,Dungeness,Gut,2
2/10/21,WDFW,Inside Grays Harbor,Dungeness,Gut,1
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Peacock Spit 15 f),Dungeness,Gut,4
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Peacock Spit 15 f),Dungeness,Gut,33
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Peacock Spit 15 f),Dungeness,Gut,45
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Peacock Spit 15 f),Dungeness,Gut,13
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Peacock Spit 15 f),Dungeness,Gut,45
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Peacock Spit 15 f),Dungeness,Gut,35
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Peacock Spit 7 f),Dungeness,Gut,9
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Peacock Spit 7 f),Dungeness,Gut,40
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Peacock Spit 7 f),Dungeness,Gut,47
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Peacock Spit 7 f),Dungeness,Gut,22
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Peacock Spit 7 f),Dungeness,Gut,12
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Peacock Spit 7 f),Dungeness,Gut,46
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Seaview 15 f),Dungeness,Gut,3
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Seaview 15 f),Dungeness,Gut,3
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Seaview 15 f),Dungeness,Gut,6
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Seaview 15 f),Dungeness,Gut,8
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Seaview 15 f),Dungeness,Gut,3
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Seaview 15 f),Dungeness,Gut,2
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Cranberry 15 f),Dungeness,Gut,1
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Cranberry 15 f),Dungeness,Gut,6
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Cranberry 15 f),Dungeness,Gut,3
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Cranberry 15 f),Dungeness,Gut,2
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Cranberry 15 f),Dungeness,Gut,10
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Cranberry 15 f),Dungeness,Gut,2
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Cranberry 7 f),Dungeness,Gut,2
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Cranberry 7 f),Dungeness,Gut,2
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Cranberry 7 f),Dungeness,Gut,4
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Cranberry 7 f),Dungeness,Gut,4
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Cranberry 7 f),Dungeness,Gut,2
2/10/21,WDFW,OR/WA border/Pt. Chehalis (Cranberry 7 f),Dungeness,Gut,11
2/18/21,WDFW,Pt. Chehalis to D.I. (Ocean Shores),Dungeness,Gut,1
2/18/21,WDFW,Pt. Chehalis to D.I. (Ocean Shores),Dungeness,Gut,2
2/18/21,WDFW,Pt. Chehalis to D.I. (Ocean Shores),Dungeness,Gut,7
2/18/21,WDFW,Pt. Chehalis to D.I. (Ocean Shores),Dungeness,Gut,1
2/18/21,WDFW,Pt. Chehalis to D.I. (Ocean Shores),Dungeness,Gut,1
2/18/21,WDFW,Pt. Chehalis to D.I. (Ocean Shores),Dungeness,Gut,4
2/18/21,WDFW,Pt. Chehalis to D.I. (Copalis),Dungeness,Gut,9
2/18/21,WDFW,Pt. Chehalis to D.I. (Copalis),Dungeness,Gut,6
2/18/21,WDFW,Pt. Chehalis to D.I. (Copalis),Dungeness,Gut,9
2/18/21,WDFW,Pt. Chehalis to D.I. (Copalis),Dungeness,Gut,6
2/18/21,WDFW,Pt. Chehalis to D.I. (Copalis),Dungeness,Gut,5
2/18/21,WDFW,Pt. Chehalis to D.I. (Copalis),Dungeness,Gut,8
2/18/21,WDFW,OR/WA border/Pt. Chehalis (Grayland ),Dungeness,Gut,1
2/18/21,WDFW,OR/WA border/Pt. Chehalis (Grayland ),Dungeness,Gut,<1
2/18/21,WDFW,OR/WA border/Pt. Chehalis (Grayland ),Dungeness,Gut,2
2/18/21,WDFW,OR/WA border/Pt. Chehalis (Grayland ),Dungeness,Gut,2
2/18/21,WDFW,OR/WA border/Pt. Chehalis (Grayland ),Dungeness,Gut,1
2/18/21,WDFW,OR/WA border/Pt. Chehalis (Grayland ),Dungeness,Gut,1
2/18/21,WDFW,Inside Grays Harbor,Dungeness,Gut,6
2/18/21,WDFW,Inside Grays Harbor,Dungeness,Gut,7
2/18/21,WDFW,Inside Grays Harbor,Dungeness,Gut,7
2/18/21,WDFW,Inside Grays Harbor,Dungeness,Gut,6
2/18/21,WDFW,Inside Grays Harbor,Dungeness,Gut,10
2/18/21,WDFW,Inside Grays Harbor,Dungeness,Gut,12
2/18/21,WDFW,Inside Willapa Bay,Dungeness,Gut,6
2/18/21,WDFW,Inside Willapa Bay,Dungeness,Gut,7
2/18/21,WDFW,Inside Willapa Bay,Dungeness,Gut,7
2/18/21,WDFW,Inside Willapa Bay,Dungeness,Gut,6
2/18/21,WDFW,Inside Willapa Bay,Dungeness,Gut,10
2/18/21,WDFW,Inside Willapa Bay,Dungeness,Gut,12
2/18/21,WDFW,Westport Boat Basin,Dungeness,Gut,1
2/18/21,WDFW,Westport Boat Basin,Dungeness,Gut,1
2/18/21,WDFW,Westport Boat Basin,Dungeness,Gut,1
2/18/21,WDFW,Westport Boat Basin,Dungeness,Gut,1
2/18/21,WDFW,Westport Boat Basin,Dungeness,Gut,1
2/18/21,WDFW,Westport Boat Basin,Dungeness,Gut,1
2/18/21,WDFW,OR/WA border/(Outside Willapa ),Dungeness,Gut,4
2/18/21,WDFW,OR/WA border/(Outside Willapa ),Dungeness,Gut,3
2/18/21,WDFW,OR/WA border/(Outside Willapa ),Dungeness,Gut,1
2/18/21,WDFW,OR/WA border/(Outside Willapa ),Dungeness,Gut,2
2/18/21,WDFW,OR/WA border/(Outside Willapa ),Dungeness,Gut,5
2/18/21,WDFW,OR/WA border/(Outside Willapa ),Dungeness,Gut,12
2/18/21,WDFW,OR/WA border/Klipsan (Seaview),Dungeness,Gut,17
2/18/21,WDFW,OR/WA border/Klipsan (Seaview),Dungeness,Gut,12
2/18/21,WDFW,OR/WA border/Klipsan (Seaview),Dungeness,Gut,2
2/18/21,WDFW,OR/WA border/Klipsan (Seaview),Dungeness,Gut,7
2/18/21,WDFW,OR/WA border/Klipsan (Seaview),Dungeness,Gut,3
2/18/21,WDFW,OR/WA border/Klipsan (Seaview),Dungeness,Gut,6
2/18/21,WDFW,OR/WA border/Klipsan (Peacock Spit),Dungeness,Gut,7
2/18/21,WDFW,OR/WA border/Klipsan (Peacock Spit),Dungeness,Gut,1
2/18/21,WDFW,OR/WA border/Klipsan (Peacock Spit),Dungeness,Gut,6
2/18/21,WDFW,OR/WA border/Klipsan (Peacock Spit),Dungeness,Gut,1
2/18/21,WDFW,OR/WA border/Klipsan (Peacock Spit),Dungeness,Gut,2
2/18/21,WDFW,OR/WA border/Klipsan (Peacock Spit),Dungeness,Gut,3
2/24/21,WDFW,Pt. Chehalis to D.I. (Ocean Shores),Dungeness,Gut,5
2/24/21,WDFW,Pt. Chehalis to D.I. (Ocean Shores),Dungeness,Gut,6
2/24/21,WDFW,Pt. Chehalis to D.I. (Ocean Shores),Dungeness,Gut,5
2/24/21,WDFW,Pt. Chehalis to D.I. (Ocean Shores),Dungeness,Gut,6
2/24/21,WDFW,Pt. Chehalis to D.I. (Ocean Shores),Dungeness,Gut,3
2/24/21,WDFW,Pt. Chehalis to D.I. (Ocean Shores),Dungeness,Gut,6
2/24/21,WDFW,Klipsan/Pt. Chehalis (Ocean Park),Dungeness,Gut,25
2/24/21,WDFW,Klipsan/Pt. Chehalis (Ocean Park),Dungeness,Gut,6
2/24/21,WDFW,Klipsan/Pt. Chehalis (Ocean Park),Dungeness,Gut,21
2/24/21,WDFW,Klipsan/Pt. Chehalis (Ocean Park),Dungeness,Gut,12
2/24/21,WDFW,Klipsan/Pt. Chehalis (Ocean Park),Dungeness,Gut,53
2/24/21,WDFW,Klipsan/Pt. Chehalis (Ocean Park),Dungeness,Gut,40
2/24/21,WDFW,Inside Willapa Bay,Dungeness,Gut,8
2/24/21,WDFW,Inside Willapa Bay,Dungeness,Gut,3
2/24/21,WDFW,Inside Willapa Bay,Dungeness,Gut,5
2/24/21,WDFW,Inside Willapa Bay,Dungeness,Gut,2
2/24/21,WDFW,Inside Willapa Bay,Dungeness,Gut,6
2/24/21,WDFW,Inside Willapa Bay,Dungeness,Gut,14
2/24/21,WDFW,Inside Grays Harbor,Dungeness,Gut,3
2/24/21,WDFW,Inside Grays Harbor,Dungeness,Gut,15
2/24/21,WDFW,Inside Grays Harbor,Dungeness,Gut,12
2/24/21,WDFW,Inside Grays Harbor,Dungeness,Gut,81
2/24/21,WDFW,Inside Grays Harbor,Dungeness,Gut,7
2/24/21,WDFW,Inside Grays Harbor,Dungeness,Gut,43
2/24/21,WDFW,OR/WA border/Klipsan (Peacock Spit),Dungeness,Gut,3
2/24/21,WDFW,OR/WA border/Klipsan (Peacock Spit),Dungeness,Gut,4
2/24/21,WDFW,OR/WA border/Klipsan (Peacock Spit),Dungeness,Gut,1
2/24/21,WDFW,OR/WA border/Klipsan (Peacock Spit),Dungeness,Gut,1
2/24/21,WDFW,OR/WA border/Klipsan (Peacock Spit),Dungeness,Gut,2
2/24/21,WDFW,OR/WA border/Klipsan (Peacock Spit),Dungeness,Gut,3
2/24/21,WDFW,OR/WA border/Pt. Chehalis (Grayland ),Dungeness,Gut,4
2/24/21,WDFW,OR/WA border/Pt. Chehalis (Grayland ),Dungeness,Gut,7
2/24/21,WDFW,OR/WA border/Pt. Chehalis (Grayland ),Dungeness,Gut,10
2/24/21,WDFW,OR/WA border/Pt. Chehalis (Grayland ),Dungeness,Gut,4
2/24/21,WDFW,OR/WA border/Pt. Chehalis (Grayland ),Dungeness,Gut,12
2/24/21,WDFW,OR/WA border/Pt. Chehalis (Grayland ),Dungeness,Gut,5
2/24/21,WDFW,OR/WA border/Klipsan (Cranberryberry),Dungeness,Gut,39
2/24/21,WDFW,OR/WA border/Klipsan (Cranberryberry),Dungeness,Gut,19
2/24/21,WDFW,OR/WA border/Klipsan (Cranberryberry),Dungeness,Gut,4
2/24/21,WDFW,OR/WA border/Klipsan (Cranberryberry),Dungeness,Gut,20
2/24/21,WDFW,OR/WA border/Klipsan (Cranberryberry),Dungeness,Gut,30
2/24/21,WDFW,OR/WA border/Klipsan (Cranberryberry),Dungeness,Gut,21
2/24/21,WDFW,Pt. Chehalis to D.I. (Copalis),Dungeness,Gut,3
2/24/21,WDFW,Pt. Chehalis to D.I. (Copalis),Dungeness,Gut,2
2/24/21,WDFW,Pt. Chehalis to D.I. (Copalis),Dungeness,Gut,4
2/24/21,WDFW,Pt. Chehalis to D.I. (Copalis),Dungeness,Gut,3
2/24/21,WDFW,Pt. Chehalis to D.I. (Copalis),Dungeness,Gut,3
2/24/21,WDFW,Pt. Chehalis to D.I. (Copalis),Dungeness,Gut,5